temperature,pressure,vibration,current,rpm,running_hours,failure
63.08,8.92,0.87,16.99,2959,5679,0
64.68,8.99,2.56,19.8,2987,601,0
67.41,7.96,1.79,15.88,2976,2196,0
70.42,9.11,1.54,18.48,2889,660,0
63.33,8.65,1.42,17.97,2928,7641,1
72.6,8.61,1.95,17.61,2937,7458,1
54.32,8.9,1.25,19.15,2905,3092,0
68.8,8.27,3.37,15.77,2938,3865,1
60.8,8.88,0.77,16.44,2909,1675,0
71.86,8.35,1.93,17.72,2917,4028,0
65.71,7.91,2.26,15.6,2957,1874,0
61.64,8.1,1.73,20.46,3008,5465,0
68.31,8.73,2.33,16.4,2909,7460,1
69.47,8.12,1.72,19.57,2914,2250,0
68.21,9.14,3.12,16.25,2934,2321,0
59.85,8.98,1.53,19.41,2946,5061,0
62.58,9.03,0.79,14.78,2904,1581,0
64.98,8.55,1.42,20.82,2929,7527,1
64.79,8.6,2.43,20.27,2926,4948,0
68.75,8.02,2.13,16.89,2960,5550,0
54.93,8.9,2.65,16.35,2963,6252,0
66.67,8.65,2.5,18.92,2945,5763,0
63.55,8.73,1.82,14.95,2939,3536,0
60.81,9.18,1.91,18.07,2929,5251,0
61.29,8.26,1.97,16.38,2952,3988,0
63.93,8.45,3.33,17.49,2921,5914,1
46.99,8.63,2.61,16.71,2996,7201,1
61.49,8.13,3.34,16.4,2905,4066,1
60.62,8.42,2.7,21.41,2930,2969,1
67.66,8.7,2.16,19.56,2976,1674,0
60.97,8.37,1.59,15.04,2938,525,0
63.92,9.02,2.32,16.25,2970,6436,0
72.71,7.9,2.16,19.71,3002,1092,1
69.97,8.95,2.14,19.94,2975,6233,0
69.51,8.76,2.07,15.23,2914,7264,1
62.5,8.27,0.97,19.4,2915,779,0
67.72,8.13,2.96,18.53,2944,7282,1
63.83,7.67,2.17,14.12,2963,3166,0
64.02,8.18,1.35,17.19,2986,5789,0
67.05,8.92,2.49,17.73,2926,3697,0
62.02,8.48,1.69,18.1,2935,7182,1
72.47,8.97,2.54,15.36,2942,4725,1
64.2,8.25,2.73,16.47,2942,6247,0
68.09,8.78,2.81,16.75,2995,5755,0
72.28,8.21,2.1,16.93,2947,7490,1
70.16,8.11,1.95,16.96,2955,880,0
57.96,8.46,1.82,17.73,2977,5276,0
67.22,8.23,1.77,18.62,2998,2688,0
69.25,7.88,2.19,21.55,2949,590,1
69.46,8.43,2.07,19.74,2988,3209,0
59.43,8.54,1.7,20.63,3005,6690,1
61.71,9.01,1.51,17.04,2947,4898,0
69.97,8.87,2.13,15.99,2933,5172,0
61.19,8.99,1.94,19.6,3016,4792,0
63.5,8.79,1.52,17.97,2984,912,0
72.88,8.63,2.7,19.46,2950,4930,1
64.76,8.01,3.26,16.24,2969,5993,1
61.37,8.56,2.78,19.3,2919,1297,0
60.61,8.74,1.77,17.65,2983,3309,0
66.66,9.08,2.17,17.08,2896,2849,0
58.33,8.77,3.12,17.27,2982,5881,0
63.76,9.0,1.5,18.98,2928,7207,1
66.67,8.09,2.67,19.55,2900,7672,1
71.5,8.37,1.33,17.27,2890,3273,0
68.34,8.67,3.21,18.69,2936,4124,1
61.43,8.96,1.94,18.68,2971,7322,1
70.89,8.44,3.54,19.48,2908,6673,1
63.5,8.47,3.24,19.97,2913,2083,1
58.82,8.77,2.14,21.62,2935,5316,1
64.14,8.05,1.77,17.07,2974,7278,1
72.19,9.14,2.32,20.92,2978,4746,1
65.83,8.15,2.09,18.23,2954,3503,0
65.06,7.73,1.96,15.81,2980,2213,0
73.19,8.5,1.21,16.7,2971,3431,1
57.84,9.18,1.89,18.93,2937,3584,0
58.57,8.73,1.53,19.45,2977,6753,1
56.92,8.8,2.53,15.97,2911,4567,0
66.86,8.52,2.79,16.47,2965,2269,0
65.83,8.44,2.64,16.93,2915,5657,0
72.71,7.88,2.41,16.27,2954,7450,1
66.22,7.6,1.69,14.24,2987,3930,0
62.98,8.58,2.32,13.56,2956,6071,0
65.01,9.03,2.68,17.24,2950,4998,0
65.59,8.64,1.85,18.5,2957,3239,0
56.64,8.75,2.27,19.31,2970,924,0
78.55,9.13,2.11,15.28,3014,6765,1
67.6,8.63,3.2,15.31,2970,591,0
66.05,8.45,2.71,16.94,2935,2574,0
68.08,8.17,2.57,18.01,2944,3466,0
68.55,9.31,1.17,20.02,2923,6002,1
64.3,8.71,2.3,19.44,2913,518,0
61.84,8.12,2.11,17.26,2877,6979,1
68.0,8.03,2.1,18.72,2936,3990,0
66.93,9.0,1.26,16.31,2908,4984,0
60.95,8.09,1.55,18.15,2953,4171,0
72.1,9.24,2.16,17.88,2935,4472,1
66.47,7.4,2.87,20.81,2917,592,0
68.65,9.07,1.85,18.99,2887,6905,1
71.96,8.69,1.96,16.46,2940,4636,0
65.11,8.55,3.27,16.48,2897,6313,1
66.58,8.43,2.02,17.33,2971,5347,0
69.05,9.26,2.12,14.87,2958,2595,1
61.38,8.78,2.13,17.54,2943,1104,0
65.27,8.14,1.39,17.71,2994,3755,0
65.63,7.81,2.54,18.93,2950,2803,0
60.22,8.57,1.81,19.22,2962,5140,0
76.59,8.5,2.18,18.2,2971,2766,1
57.96,7.89,2.47,14.74,2934,1942,0
58.51,8.48,3.37,15.56,2935,2649,1
71.57,8.27,1.41,16.79,2951,6619,1
68.57,8.5,2.72,19.3,2910,3939,0
59.87,8.79,2.72,19.24,3004,7545,1
68.04,9.1,1.82,17.5,2955,6945,1
72.34,8.86,2.56,22.72,2944,4157,1
64.85,8.21,3.19,21.12,3013,1513,1
77.99,8.65,1.74,20.48,2917,3607,1
56.38,8.53,2.34,19.4,2996,2975,0
68.47,7.97,2.44,18.92,2974,4730,0
70.83,8.66,2.52,18.77,2984,6522,1
69.46,9.24,2.66,14.39,2945,3856,1
63.98,8.51,2.3,15.9,2952,4291,0
63.55,7.86,2.51,17.56,2940,7220,1
67.22,8.51,1.65,18.26,2980,4911,0
69.08,8.01,2.3,17.75,2962,4963,0
68.01,8.85,1.91,18.54,2933,3862,0
70.2,8.71,1.46,13.79,2935,738,0
59.91,8.43,1.89,19.01,2950,1196,0
63.86,8.37,2.36,18.12,2940,2576,0
60.3,8.42,2.46,17.63,2993,4800,0
63.07,8.5,1.44,19.85,2974,2023,0
70.08,8.19,1.64,15.91,2974,2779,0
65.54,7.94,2.63,17.53,2957,5503,0
78.03,8.96,2.5,18.57,2925,7498,1
65.97,8.35,2.73,16.29,2971,7265,1
65.3,8.57,3.02,13.99,2887,5187,0
65.53,8.61,2.52,15.69,2955,2221,0
61.81,8.63,1.95,17.87,2926,2369,0
64.71,8.03,2.27,17.5,2923,835,0
70.64,7.83,3.2,17.96,2936,7033,1
65.57,8.26,3.86,16.68,2947,4119,1
61.03,8.66,2.48,15.38,2949,2599,0
60.37,8.21,2.52,18.27,2974,4427,0
62.75,8.36,2.64,17.67,2945,1894,0
65.37,9.35,2.21,19.28,2947,4366,1
70.97,7.76,2.9,16.5,2908,7180,1
58.3,8.2,2.8,13.96,2912,4763,0
63.4,9.26,2.41,12.79,2959,3479,1
65.72,8.48,2.01,17.2,2969,3503,0
55.83,8.22,1.29,18.26,2942,4368,0
60.83,8.97,2.64,17.54,2978,850,0
61.6,8.52,2.33,16.87,2908,3062,0
61.02,8.36,1.76,14.82,2962,1152,0
65.96,8.58,1.52,14.22,2924,7991,1
64.2,8.24,2.6,18.73,2922,2547,0
62.22,8.09,1.24,17.54,2927,7806,1
67.14,8.45,2.38,17.27,2948,2979,0
73.62,8.1,2.71,14.92,2963,1474,1
73.2,8.5,2.53,16.07,2961,1327,1
55.39,8.64,1.97,18.09,2941,4597,0
67.89,8.84,1.45,18.57,2969,1465,0
64.11,8.95,2.55,17.67,3001,2402,0
65.78,8.34,2.92,20.76,2946,4352,0
63.01,8.7,1.86,16.85,2953,3094,0
65.59,8.7,2.5,20.57,2932,5414,0
65.76,8.63,3.15,18.43,2938,2655,0
62.11,8.31,2.4,18.22,2987,5220,0
60.52,8.09,1.96,19.87,2988,2603,0
62.76,8.7,2.82,16.75,2944,4635,0
66.17,7.82,1.76,17.34,2965,1004,0
67.99,8.39,1.42,15.55,2978,5568,0
69.27,7.48,2.69,19.87,2937,1198,0
62.53,7.97,1.96,18.67,2911,511,0
66.42,8.15,2.01,20.2,2971,2307,0
69.81,8.94,1.82,18.41,2977,4520,0
70.83,8.78,1.92,20.21,2972,734,0
64.71,8.28,3.04,16.51,2939,4199,0
63.9,8.79,3.2,19.97,2996,1820,0
65.96,8.86,3.28,17.2,2959,5511,1
59.25,8.44,2.85,18.01,2916,7067,1
64.03,7.95,2.48,19.46,2902,2096,0
68.72,8.42,1.34,22.66,2941,6592,1
68.21,8.46,2.09,19.64,2957,4117,0
63.65,8.01,3.49,19.83,2941,2822,1
66.09,8.65,1.94,16.91,3010,5792,0
60.88,8.61,3.11,18.31,2962,5198,0
68.52,8.68,2.23,17.81,2921,7696,1
64.61,8.61,0.59,20.82,2882,7174,1
63.62,8.79,2.58,17.71,2957,4318,0
63.19,8.43,2.96,20.66,2980,3755,0
64.69,8.58,2.17,15.4,3006,7285,1
62.76,8.34,2.94,20.8,2944,2971,0
68.29,8.27,1.2,16.28,3002,5044,0
63.02,9.04,1.37,19.71,2909,5697,0
72.96,7.68,2.32,16.27,2940,3067,1
72.33,8.85,2.49,19.24,2920,5646,1
60.54,8.25,3.01,16.07,2974,6356,0
65.35,8.2,2.58,20.07,2911,6610,1
61.75,8.6,1.48,19.69,2962,1425,0
63.37,7.9,2.33,16.8,2913,1164,0
75.01,8.17,2.56,19.16,3003,7204,1
63.46,8.16,1.08,19.89,2939,6376,0
66.8,8.41,2.17,16.15,2961,4139,0
67.71,8.18,2.0,15.93,2896,3415,0
60.0,9.14,1.81,15.86,2905,7257,1
60.72,9.22,2.5,15.57,2927,3892,1
58.97,7.69,1.51,15.85,2976,3858,0
60.57,8.72,2.45,19.85,2970,7894,1
50.75,8.84,2.54,19.12,2983,815,0
67.72,8.72,2.85,14.61,2905,5832,0
75.27,8.24,1.53,16.98,2965,2180,1
65.74,8.4,1.3,15.68,2933,6716,1
57.92,8.2,2.37,19.72,2926,3600,0
61.79,8.33,2.03,17.1,2934,7867,1
62.71,8.02,3.94,14.91,2947,6342,1
59.91,8.45,2.48,18.34,2970,4066,0
69.3,7.9,2.23,19.21,2984,2169,0
69.05,8.42,2.1,16.09,2966,3915,0
59.22,8.0,1.47,17.47,2969,5745,0
68.63,8.58,2.54,16.2,3005,2041,0
72.63,8.23,2.15,20.49,2971,7771,1
74.51,8.62,2.15,17.14,2944,1142,1
79.33,8.93,2.26,16.56,2967,7762,1
60.49,9.14,2.33,17.9,3001,4754,0
79.12,7.49,1.16,17.58,2924,2111,1
63.23,8.17,2.7,19.38,2937,7335,1
62.04,8.38,1.69,20.43,2994,4731,0
66.64,8.68,2.12,20.45,2941,2782,0
62.09,7.84,2.97,17.24,2973,2125,0
67.0,8.11,3.27,18.61,2989,5358,1
58.4,8.55,1.18,20.98,2912,781,0
63.81,8.53,2.22,21.05,2938,898,1
71.43,8.65,2.36,16.25,2986,3008,0
64.71,8.68,1.3,19.18,2946,6827,1
65.71,8.64,2.68,18.85,2889,5193,0
67.38,8.58,2.27,19.85,2935,2669,0
70.85,8.52,2.32,20.49,2974,4913,0
56.72,8.77,1.65,15.92,2988,6784,1
67.92,7.6,2.45,16.62,2952,3105,0
63.66,9.12,2.7,19.82,2965,1705,0
65.83,7.62,2.28,18.3,2939,7420,1
70.3,8.07,1.89,13.55,2977,6987,1
59.03,8.41,1.94,14.67,2993,7926,1
59.94,8.77,2.33,19.33,2973,3466,0
55.32,7.3,2.23,19.68,2946,4607,0
62.25,8.49,2.74,15.3,2963,3100,0
71.65,8.82,1.91,20.2,2979,5023,0
64.4,8.9,1.47,17.61,2951,4269,0
58.3,8.22,2.42,15.96,2974,1022,0
62.57,8.38,1.91,16.88,2961,5254,0
57.56,8.25,2.67,15.55,2993,7086,1
59.37,8.34,2.2,16.77,2971,4668,0
66.94,8.09,2.59,14.26,2935,5784,0
59.13,8.14,1.59,17.85,2992,3709,0
70.56,8.67,2.29,19.17,2964,7996,1
64.64,8.55,1.78,15.31,2946,7700,1
65.43,8.7,1.47,18.03,2909,6336,0
63.61,8.59,1.68,16.39,2957,4743,0
68.86,8.78,1.87,19.34,3005,4926,0
68.92,8.85,2.95,13.37,2868,4316,0
66.68,7.8,1.86,19.42,2869,6992,1
67.82,8.16,1.44,14.36,2973,2146,0
63.94,8.41,2.28,17.58,2957,1136,0
67.71,8.49,2.22,16.58,2970,3183,0
63.31,8.23,1.9,17.28,2934,7936,1
65.01,8.86,2.1,14.94,2886,3695,0
63.63,9.29,2.79,21.32,2925,7391,1
62.71,8.57,2.6,15.43,2997,1330,0
61.55,8.53,2.55,15.58,2936,5249,0
67.34,8.84,1.49,21.59,2937,4284,1
71.55,7.75,3.93,18.65,2871,4649,1
70.86,8.51,2.83,15.49,2896,7069,1
58.72,8.89,2.51,17.74,2983,3481,0
71.45,8.24,1.5,17.53,2942,4678,0
63.41,8.01,2.77,14.62,2980,3165,0
68.0,8.43,1.9,16.48,2927,6242,0
60.47,8.48,2.08,17.95,2906,872,0
65.71,8.14,1.19,20.53,2942,2033,0
66.57,9.34,1.46,17.62,2933,7483,1
57.58,8.31,2.46,17.77,2925,1349,0
68.04,8.04,2.8,16.37,2926,7893,1
71.73,8.46,2.61,20.19,2946,4887,0
64.13,8.86,2.59,19.8,2935,5628,0
71.8,8.51,2.16,19.58,2922,3267,0
64.05,8.69,1.96,18.22,3004,1272,0
69.25,8.15,2.37,14.8,2964,7298,1
53.91,9.1,2.69,20.17,2955,7563,1
77.09,8.72,2.2,18.11,2948,5106,1
72.48,8.92,2.93,17.38,2970,1587,1
63.58,8.65,2.07,18.9,2966,7138,1
55.14,8.83,1.61,18.45,2919,1503,0
66.44,8.15,2.19,15.86,2904,5667,0
57.78,8.3,2.26,17.36,2882,7582,1
67.22,9.04,2.15,14.19,3004,5786,0
67.06,9.12,2.97,18.17,2937,2525,0
60.29,8.04,2.68,20.66,2968,841,0
70.6,8.6,1.34,14.41,2956,7363,1
69.03,8.33,3.12,18.26,2977,7892,1
69.88,8.22,0.56,19.34,2948,2424,0
65.04,8.61,3.49,19.63,2910,943,1
57.92,8.96,2.03,16.51,2919,5994,0
69.89,8.68,2.09,15.8,2939,4858,0
63.65,8.37,2.16,16.83,2902,6789,1
58.05,8.71,2.43,20.38,2924,2675,0
71.76,8.36,2.2,14.58,2914,3321,0
75.5,8.66,2.12,15.57,2940,3172,1
64.79,9.06,2.99,17.08,2935,767,0
75.8,7.67,2.54,16.05,2954,2005,1
65.46,8.82,1.62,17.92,2976,4360,0
63.1,7.88,2.64,20.83,2943,6637,1
61.85,8.99,2.51,15.59,2905,4269,0
73.19,8.25,1.87,17.71,2889,5829,1
61.1,8.01,2.68,17.98,2955,7617,1
68.68,8.78,2.11,17.33,2930,3793,0
62.2,8.65,2.07,14.84,2945,6945,1
62.7,8.1,2.05,16.72,2960,1782,0
70.15,8.0,0.74,16.73,2993,2476,0
63.1,8.43,1.88,19.27,2898,1576,0
62.98,8.02,2.63,18.84,2920,5681,0
70.66,8.08,2.19,14.9,2947,1408,0
72.99,8.55,1.43,17.23,2916,6438,1
68.22,8.11,2.78,17.0,2905,5080,0
61.73,8.67,2.02,21.91,2989,6022,1
62.45,9.1,1.47,18.58,2919,4014,0
65.4,8.44,3.52,15.85,2911,1841,1
66.6,8.55,1.57,16.45,2916,2968,0
60.06,9.31,2.73,17.24,2983,1216,1
68.62,8.02,1.74,18.72,2929,3661,0
65.43,8.98,2.28,18.97,2908,7225,1
56.42,8.93,1.66,18.4,2925,3327,0
60.36,8.84,1.46,17.58,2949,844,0
62.48,9.02,2.51,17.73,2977,933,0
64.64,8.61,2.44,17.74,2974,5154,0
74.45,8.27,2.89,14.43,2927,5123,1
66.19,8.94,2.18,17.88,2934,2913,0
60.8,8.95,3.53,16.85,3013,1923,1
66.1,8.94,2.36,14.69,2980,6838,1
63.24,8.52,2.54,22.84,2942,7657,1
66.62,8.21,1.38,18.62,2881,1483,0
67.9,8.58,1.83,18.03,2936,2781,0
71.05,8.88,2.51,17.26,2910,6433,0
64.88,8.91,2.15,19.46,2924,3146,0
73.19,8.33,2.31,15.68,2921,4659,1
69.54,8.63,1.71,17.37,2943,5073,0
61.46,7.98,2.27,16.1,2952,3492,0
76.05,8.89,2.27,19.44,2928,3976,1
66.63,8.19,1.49,16.35,2912,1448,0
60.82,8.81,2.59,20.2,2945,4273,0
73.26,8.04,1.18,17.8,2935,4548,1
75.39,8.91,2.31,19.55,2893,1193,1
64.83,8.63,3.26,18.8,2968,6213,1
62.48,8.19,2.61,20.12,2928,7798,1
64.14,8.78,2.6,16.13,2942,6056,0
68.57,8.26,1.66,19.81,2943,4834,0
71.39,8.8,3.26,14.27,2950,4735,1
67.85,8.39,3.03,18.09,2954,6595,1
65.51,7.81,1.69,16.91,2911,3097,0
72.49,8.11,1.92,15.19,2959,3905,1
63.44,8.33,2.95,16.21,2940,2638,0
70.15,9.05,3.28,16.72,2983,3717,1
63.56,8.86,1.44,17.61,2974,2119,0
67.16,9.15,1.6,16.95,2990,1174,0
64.43,9.16,2.11,18.16,2922,4935,0
64.72,8.29,0.9,16.34,2989,3769,0
63.11,8.42,2.21,17.05,2953,4045,0
71.72,8.34,2.91,17.42,2971,954,0
61.34,8.23,1.34,18.36,2970,1881,0
61.3,7.76,2.28,19.7,2964,1343,0
75.6,8.49,1.85,19.71,2917,1796,1
69.89,7.99,3.18,18.47,2979,2440,0
53.07,8.49,1.86,18.86,2961,6120,0
62.17,9.35,3.11,18.62,2906,4665,1
55.94,8.3,1.84,17.37,2935,4386,0
60.25,8.58,2.66,19.8,2914,3480,0
49.31,8.86,2.35,16.17,2907,7628,1
64.32,8.61,2.12,13.9,2976,6441,0
59.29,8.62,1.73,15.92,2906,2306,0
65.3,8.36,2.39,20.81,2910,2430,0
56.87,8.41,1.94,17.41,3009,1532,0
65.41,8.12,1.79,18.55,2937,7351,1
62.93,8.84,3.08,17.45,2970,5622,0
72.51,7.8,2.53,19.12,2984,768,1
72.06,8.89,2.59,18.14,2973,3577,1
68.93,7.94,1.97,17.86,2954,884,0
63.37,8.89,2.09,19.23,2949,5853,0
74.93,8.36,2.05,17.07,2966,5496,1
57.23,8.01,2.4,18.74,2943,2101,0
57.98,8.73,2.59,17.65,2971,1481,0
64.58,8.87,2.18,17.79,2942,2643,0
76.27,8.32,1.72,16.36,2946,6118,1
63.99,8.79,2.66,17.57,3006,7267,1
64.08,7.59,2.22,16.92,2936,624,0
57.79,7.97,1.34,20.26,2951,3100,0
69.73,9.02,0.92,14.63,2963,3493,0
69.77,8.41,2.38,19.78,2965,2916,0
68.95,7.76,1.7,14.51,2959,6650,1
61.85,8.22,2.46,19.07,2912,2824,0
61.47,8.13,1.73,16.32,2955,3780,0
58.53,8.43,2.28,19.13,2957,4520,0
65.42,8.35,1.97,17.76,2984,692,0
59.6,8.57,3.25,15.14,2972,2707,1
59.11,8.47,2.77,20.72,2986,987,0
62.88,9.04,3.01,19.55,2920,4179,0
62.55,8.67,2.21,19.01,2920,3527,0
62.31,8.68,2.69,16.72,2960,6077,0
67.33,8.97,2.25,19.62,2984,4842,0
65.4,8.34,3.08,15.43,2944,4601,0
63.56,8.0,2.16,13.54,2928,1052,0
65.92,8.98,1.36,14.88,2902,2580,0
60.04,8.55,1.0,16.16,2961,7613,1
65.53,8.56,3.2,16.49,2947,6284,1
65.75,8.25,2.49,17.13,2937,1803,0
57.48,8.25,2.53,17.22,2977,4178,0
69.98,8.84,3.09,16.7,2947,6608,1
60.59,8.89,1.21,13.77,2950,4479,0
65.45,8.81,1.98,18.38,2977,3550,0
70.82,8.82,2.06,17.47,3016,5350,0
69.63,8.73,2.65,16.61,2937,6749,1
65.17,8.55,1.78,20.8,2924,1445,0
63.19,8.43,1.48,17.52,2920,6140,0
69.74,8.98,1.47,18.12,2964,3185,0
68.37,8.35,2.89,19.59,2917,5686,0
61.91,8.65,1.75,15.02,2939,503,0
61.03,8.18,1.87,17.95,2941,4649,0
54.64,8.24,2.58,19.59,2997,5753,0
65.77,8.41,1.78,17.82,2986,4021,0
64.59,8.18,1.18,15.39,2904,4504,0
70.68,8.82,1.25,17.04,2998,5575,0
66.8,7.96,2.17,18.38,2914,544,0
71.67,8.54,2.5,13.79,2955,5844,0
61.51,8.55,2.08,15.29,2925,4225,0
70.69,7.78,2.46,21.95,2938,3399,1
62.36,8.32,1.23,18.97,2921,2718,0
68.89,8.6,1.27,20.97,3000,949,0
57.71,8.67,3.55,19.73,2946,866,1
66.18,8.42,2.94,18.79,2957,3450,0
55.08,8.77,2.66,17.38,2918,810,0
63.66,8.46,1.8,18.76,2908,5272,0
67.2,8.51,2.06,20.9,2937,6847,1
62.4,8.6,2.2,19.65,2966,5891,0
59.75,8.87,2.99,18.33,2946,4356,0
69.23,8.23,2.44,17.66,2979,2002,0
64.48,8.31,2.52,19.0,2954,750,0
62.55,8.23,2.1,16.94,2950,3642,0
65.21,8.37,2.68,19.0,2966,5965,0
78.18,9.07,2.38,16.6,2953,754,1
70.77,8.73,2.23,17.29,2978,4724,0
70.81,8.05,1.75,15.94,2967,1013,0
67.18,8.26,2.13,17.12,2977,850,0
65.83,8.65,1.55,16.63,2971,6727,1
53.02,8.14,2.18,21.38,2991,3694,1
61.61,8.21,2.25,16.21,2975,4244,0
62.6,9.04,0.76,18.77,3002,4480,0
55.63,8.25,2.06,16.11,2934,3380,0
59.21,8.88,1.49,18.09,2975,3878,0
55.1,9.0,2.5,18.58,2909,3732,0
64.81,8.21,2.58,14.3,2978,3062,0
69.09,8.14,1.94,15.2,2952,6360,0
70.53,8.39,2.53,16.09,2978,2095,0
67.07,8.06,2.55,15.39,3000,7110,1
60.18,8.55,2.06,18.17,2974,2207,0
55.34,8.42,3.12,18.49,2938,2925,0
56.22,8.64,1.76,15.87,2917,603,0
58.66,9.06,3.08,18.25,2966,6099,0
60.56,8.83,2.06,17.15,2941,5752,0
64.2,8.7,1.69,17.8,2970,1442,0
59.93,7.71,1.99,16.74,2935,5150,0
66.69,8.68,1.54,18.98,2922,7458,1
63.84,9.19,2.67,21.27,2943,5848,1
65.05,7.3,1.24,19.55,2965,7161,1
70.7,8.78,3.03,20.79,2954,5807,0
59.1,8.44,1.64,15.19,2926,6039,0
67.09,8.16,2.7,16.65,3004,4504,0
64.93,8.82,2.21,19.13,2946,4544,0
63.33,9.18,2.36,21.02,2882,7161,1
69.43,8.81,1.85,19.3,2978,4369,0
69.4,8.35,2.41,15.95,2950,6744,1
60.27,8.12,2.28,17.13,2945,2417,0
64.09,8.56,1.33,18.67,2944,2767,0
66.41,8.85,1.62,17.67,2944,2685,0
63.63,8.35,1.88,16.4,3000,5263,0
67.93,8.38,1.75,17.42,2964,2809,0
66.41,9.63,2.95,17.97,2958,5180,1
74.16,8.93,2.2,15.83,2942,6923,1
57.35,8.96,1.73,19.97,3002,2087,0
64.39,7.92,1.91,17.12,2975,1605,0
60.46,8.22,1.9,17.85,2980,6967,1
68.02,8.53,2.03,20.07,2958,5024,0
56.91,8.1,1.55,17.75,2980,3945,0
66.73,9.14,1.71,19.96,2962,7149,1
61.85,9.06,2.66,15.94,2939,5066,0
61.33,8.29,2.31,18.87,2961,7950,1
57.77,9.21,2.11,19.68,3013,5376,1
62.67,8.5,2.2,16.34,2956,1470,0
70.42,9.54,2.17,17.64,2988,1086,1
64.87,8.56,2.07,17.68,2986,6790,1
68.14,8.73,2.51,18.42,2967,6804,1
73.32,9.06,2.47,18.95,3000,1217,1
66.32,9.01,1.26,16.18,2885,1792,0
62.21,8.7,2.12,17.88,2895,5882,0
67.34,8.44,1.3,21.18,3002,2324,1
62.28,8.71,2.58,20.11,2931,7827,1
62.48,8.17,2.66,19.59,2953,7200,1
57.4,8.56,1.83,17.61,3003,6955,1
69.63,8.06,2.13,22.26,2956,4824,1
63.07,7.79,0.93,20.06,3001,4539,0
65.91,8.52,2.78,18.07,2938,7969,1
59.82,9.0,2.63,18.44,2968,6357,0
67.18,8.87,2.89,17.08,2952,4358,0
61.19,8.47,3.09,18.79,2995,1623,0
64.29,9.2,1.47,19.19,2942,5013,0
69.39,8.27,2.73,19.41,2921,5847,0
68.95,7.73,3.09,17.64,2936,1714,0
64.89,7.63,1.3,15.05,2937,6713,1
56.16,8.03,2.1,18.48,2931,3310,0
79.96,8.83,1.98,19.41,2929,4083,1
73.73,8.25,2.71,16.04,2984,4464,1
68.61,8.68,0.76,17.82,2992,7402,1
61.23,9.16,3.29,20.68,2962,4905,1
64.43,8.06,2.13,15.59,2931,6570,1
62.28,8.69,2.75,17.43,2932,2341,0
71.32,8.72,2.16,20.97,2888,1332,0
66.31,8.16,2.5,18.32,2961,6944,1
61.08,9.04,0.81,16.95,2930,7697,1
62.65,8.38,1.97,17.99,2994,5698,0
70.61,8.35,2.71,19.65,2909,7484,1
73.0,9.34,2.37,17.59,2932,5866,1
72.64,8.71,1.22,19.2,2947,6960,1
68.79,8.87,2.24,18.47,2964,720,0
63.74,9.04,1.71,18.63,3004,4725,0
48.79,8.24,1.66,19.32,2909,5777,0
66.49,9.0,1.29,17.41,2941,3745,0
64.99,8.3,2.57,16.11,2907,4593,0
65.7,8.28,2.87,18.95,2974,1258,0
65.27,8.39,3.47,17.74,2931,4663,1
58.37,8.25,1.32,17.1,2947,2694,0
67.79,8.83,2.66,19.05,2945,3015,0
68.16,8.61,2.7,20.55,2953,2552,0
68.41,8.3,1.85,17.69,2945,5180,0
69.73,8.77,1.65,18.02,2921,4807,0
68.02,8.39,1.55,15.64,2953,946,0
62.95,8.37,1.88,17.55,2926,4135,0
64.65,8.52,2.32,18.44,2974,2916,0
65.46,8.69,3.02,17.96,2952,6702,1
65.54,8.66,2.86,17.28,2919,4911,0
69.99,8.35,1.23,19.45,3022,622,0
68.22,8.84,1.73,18.12,3000,7235,1
75.39,8.41,2.98,23.18,3023,4974,1
76.03,8.24,1.76,18.42,2940,6372,1
65.4,7.91,2.17,12.51,2925,4167,0
45.82,8.89,1.18,15.78,2974,2439,0
71.18,8.5,2.89,19.06,2983,6605,1
62.3,8.58,1.05,16.71,2956,3674,0
60.99,8.92,1.21,16.84,2887,3220,0
63.01,8.31,2.83,15.52,2921,6271,0
62.77,7.95,3.35,17.05,2963,7560,1
68.06,8.53,2.03,18.39,2930,7149,1
57.2,8.62,2.17,18.77,2909,5931,0
59.61,8.39,2.74,15.96,2942,7306,1
66.72,9.09,2.37,19.61,2853,4999,0
68.11,7.51,1.98,15.62,2932,5578,0
68.21,8.95,1.91,18.88,2937,5156,0
61.06,8.82,1.26,18.67,2959,7330,1
60.11,8.68,2.34,16.13,2966,7737,1
62.47,7.17,2.14,15.89,2961,6898,1
66.2,9.01,1.94,18.76,2977,800,0
72.43,8.09,1.6,16.88,2945,2026,1
54.76,8.3,1.66,17.62,2906,5823,0
63.9,8.43,2.57,19.37,2951,5782,0
58.34,8.66,2.73,18.96,2924,3435,0
56.74,8.76,2.0,16.17,2909,1899,0
69.83,8.86,1.94,17.89,2967,6798,1
67.72,8.83,1.69,16.13,2908,2850,0
67.25,8.6,2.76,19.74,2970,4840,0
69.61,8.67,2.22,21.07,2911,2835,1
62.6,8.06,2.42,16.31,2941,1552,0
62.84,8.2,2.42,17.94,2933,4794,0
75.93,8.86,2.02,19.83,2984,6595,1
63.77,8.83,1.5,18.05,2968,6696,1
68.68,8.79,1.6,19.12,2925,1616,0
65.03,8.29,2.88,18.1,2945,7083,1
55.76,8.86,1.76,15.89,2990,3788,0
54.78,8.04,1.95,18.24,2995,4894,0
62.11,8.93,1.52,20.25,2909,5731,0
70.28,8.4,1.47,18.63,2989,1971,0
